T21,"Production, trade and supply of energy",,,,,
762,Tajikistan,2016,Supply per capita (gigajoules),20.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
762,Tajikistan,2017,Supply per capita (gigajoules),21.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
764,Thailand,1990,Primary energy production (petajoules),1089.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
764,Thailand,1995,Primary energy production (petajoules),1322.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
764,Thailand,2000,Primary energy production (petajoules),1700.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
764,Thailand,2005,Primary energy production (petajoules),2144.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
764,Thailand,2010,Primary energy production (petajoules),2952.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
764,Thailand,2015,Primary energy production (petajoules),3161.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
764,Thailand,2016,Primary energy production (petajoules),3312.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
764,Thailand,2017,Primary energy production (petajoules),3150.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
764,Thailand,1990,Net imports [Imports - Exports - Bunkers] (petajoules),681.0000,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
764,Thailand,1995,Net imports [Imports - Exports - Bunkers] (petajoules),1289.0000,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
764,Thailand,2000,Net imports [Imports - Exports - Bunkers] (petajoules),1308.0000,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
764,Thailand,2005,Net imports [Imports - Exports - Bunkers] (petajoules),1869.0000,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
764,Thailand,2010,Net imports [Imports - Exports - Bunkers] (petajoules),2027.0000,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
764,Thailand,2015,Net imports [Imports - Exports - Bunkers] (petajoules),2509.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
764,Thailand,2016,Net imports [Imports - Exports - Bunkers] (petajoules),2537.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
764,Thailand,2017,Net imports [Imports - Exports - Bunkers] (petajoules),2656.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
764,Thailand,1990,Changes in stocks (petajoules),4.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
764,Thailand,1995,Changes in stocks (petajoules),-25.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
764,Thailand,2000,Changes in stocks (petajoules),-67.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
764,Thailand,2005,Changes in stocks (petajoules),-54.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
764,Thailand,2010,Changes in stocks (petajoules),33.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
764,Thailand,2015,Changes in stocks (petajoules),9.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
764,Thailand,2016,Changes in stocks (petajoules),36.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
764,Thailand,2017,Changes in stocks (petajoules),29.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
764,Thailand,1990,Total supply (petajoules),1766.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
764,Thailand,1995,Total supply (petajoules),2635.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
764,Thailand,2000,Total supply (petajoules),3075.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
764,Thailand,2005,Total supply (petajoules),4067.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
764,Thailand,2010,Total supply (petajoules),4945.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
764,Thailand,2015,Total supply (petajoules),5662.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
764,Thailand,2016,Total supply (petajoules),5812.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
764,Thailand,2017,Total supply (petajoules),5777.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
764,Thailand,1990,Supply per capita (gigajoules),31.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
764,Thailand,1995,Supply per capita (gigajoules),44.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
764,Thailand,2000,Supply per capita (gigajoules),49.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
764,Thailand,2005,Supply per capita (gigajoules),61.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
764,Thailand,2010,Supply per capita (gigajoules),74.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
764,Thailand,2015,Supply per capita (gigajoules),82.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
764,Thailand,2016,Supply per capita (gigajoules),84.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
764,Thailand,2017,Supply per capita (gigajoules),84.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
626,Timor-Leste,2005,Primary energy production (petajoules),201.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
626,Timor-Leste,2010,Primary energy production (petajoules),186.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
626,Timor-Leste,2015,Primary energy production (petajoules),147.0000,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
626,Timor-Leste,2016,Primary energy production (petajoules),121.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
626,Timor-Leste,2017,Primary energy production (petajoules),54.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
626,Timor-Leste,2005,Net imports [Imports - Exports - Bunkers] (petajoules),-196.0000,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
626,Timor-Leste,2010,Net imports [Imports - Exports - Bunkers] (petajoules),-182.0000,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
626,Timor-Leste,2015,Net imports [Imports - Exports - Bunkers] (petajoules),-139.0000,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
626,Timor-Leste,2016,Net imports [Imports - Exports - Bunkers] (petajoules),-113.0000,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
626,Timor-Leste,2017,Net imports [Imports - Exports - Bunkers] (petajoules),-47.0000,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
626,Timor-Leste,2005,Total supply (petajoules),4.0000,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
626,Timor-Leste,2010,Total supply (petajoules),4.0000,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
626,Timor-Leste,2015,Total supply (petajoules),8.0000,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
626,Timor-Leste,2016,Total supply (petajoules),8.0000,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
626,Timor-Leste,2017,Total supply (petajoules),8.0000,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
626,Timor-Leste,2005,Supply per capita (gigajoules),4.0000,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
626,Timor-Leste,2010,Supply per capita (gigajoules),4.0000,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
626,Timor-Leste,2015,Supply per capita (gigajoules),6.0000,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
626,Timor-Leste,2016,Supply per capita (gigajoules),6.0000,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
626,Timor-Leste,2017,Supply per capita (gigajoules),6.0000,Estimate.,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
768,Togo,1990,Primary energy production (petajoules),44.0000,,"United Nations Statistics Division, New York, Energy Statistics Yearbook 2017, last accessed February 2020."
